"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97"
"31511s",0.783,0.792,0.764,0.429,0.447,0.406,0.763,0.767,0.78,0,0.621,0.664,0.449,0.378,0.391,0.271,0.251,0.264,0.398,0.469,0.512,0,0.567,0.569,0.025,0.025,0.026,0.024,0.023,0.024,0.02,0.02,0.021,0,0.264,0.2,0.017,0.011,0.014,0.00600000000000001,0.005,0.005,0.00600000000000001,0.00600000000000001,0.00600000000000001,0,-0.001,0,0.014,0.015,0.013,0.00800000000000001,0.00800000000000001,0.004,0.00800000000000001,0.00900000000000001,0.01,0,0.01,0.011,0.018,0.017,0.015,0.005,0.004,0.00700000000000001,0.013,0.01,0.01,0,0.649,-0.001,0.016,0.022,0.016,0.004,0.005,0.004,0.01,0.01,0.00900000000000001,0,0.596,0.00600000000000001,0.016,0.004,0.016,0.003,0.003,0.011,0.011,0.012,0.01,0,0.04,0.734
"32527s",0.782,0.793,0.764,0.444,0.461,0.423,0.766,0.77,0.789,0,0.63,0.67,0.466,0.388,0.415,0.291,0.273,0.284,0.424,0.517,0.539,0,0.582,0.584,0.026,0.026,0.027,0.027,0.026,0.027,0.021,0.022,0.022,0,0.303,0.252,0.016,0.01,0.012,0.005,0.004,0.005,0.005,0.005,0.005,0,-0.001,-0.001,0.014,0.015,0.013,0.00800000000000001,0.00800000000000001,0.004,0.00800000000000001,0.00900000000000001,0.00900000000000001,0,0.00900000000000001,0.011,0.017,0.016,0.014,0.004,0.003,0.00600000000000001,0.012,0.00900000000000001,0.00900000000000001,0,0.658,-0.002,0.016,0.021,0.016,0.004,0.005,0.004,0.01,0.00900000000000001,0.01,0,0.587,0.00600000000000001,0.015,0.004,0.015,0.003,0.003,0.011,0.011,0.013,0.01,0,0.049,0.738
"33544s",0.767,0.793,0.759,0.451,0.467,0.425,0.763,0.775,0.794,0,0.642,0.677,0.459,0.397,0.444,0.307,0.288,0.299,0.44,0.55,0.564,0,0.597,0.596,0.027,0.027,0.028,0.03,0.029,0.03,0.023,0.024,0.024,0,0.362,0.301,0.015,0.01,0.012,0.005,0.004,0.005,0.005,0.005,0.005,0,-0.001,-0.001,0.014,0.015,0.013,0.00800000000000001,0.00800000000000001,0.004,0.00800000000000001,0.00900000000000001,0.00900000000000001,0,0.00900000000000001,0.011,0.017,0.016,0.014,0.004,0.003,0.00600000000000001,0.012,0.00900000000000001,0.00900000000000001,0,0.655,-0.002,0.016,0.021,0.016,0.004,0.005,0.004,0.01,0.01,0.00800000000000001,0,0.587,0.00600000000000001,0.015,0.004,0.015,0.003,0.003,0.011,0.011,0.012,0.01,0,0.061,0.739
"34560s",0.77,0.792,0.75,0.463,0.481,0.439,0.754,0.773,0.805,0,0.652,0.683,0.46,0.405,0.461,0.327,0.309,0.315,0.457,0.565,0.579,0,0.594,0.6,0.029,0.029,0.029,0.034,0.033,0.034,0.025,0.026,0.025,0,0.399,0.331,0.016,0.011,0.013,0.00700000000000001,0.00600000000000001,0.00600000000000001,0.00600000000000001,0.005,0.00600000000000001,0,-0.001,0,0.014,0.015,0.013,0.00800000000000001,0.00800000000000001,0.004,0.00800000000000001,0.00900000000000001,0.00900000000000001,0,0.00900000000000001,0.011,0.017,0.016,0.014,0.004,0.003,0.00600000000000001,0.012,0.00900000000000001,0.00800000000000001,0,0.667,-0.001,0.015,0.021,0.016,0.004,0.005,0.004,0.01,0.00900000000000001,0.01,0,0.581,0.00600000000000001,0.015,0.004,0.015,0.003,0.003,0.011,0.01,0.012,0.01,0,0.074,0.737
"35576s",0.774,0.795,0.76,0.475,0.494,0.452,0.753,0.772,0.809,0,0.659,0.686,0.471,0.415,0.472,0.347,0.327,0.332,0.472,0.579,0.594,0,0.585,0.588,0.03,0.03,0.031,0.039,0.037,0.038,0.028,0.028,0.027,0,0.442,0.378,0.016,0.011,0.013,0.00700000000000001,0.00600000000000001,0.00600000000000001,0.00600000000000001,0.00600000000000001,0.00600000000000001,0,-0.001,0,0.014,0.015,0.013,0.00800000000000001,0.00800000000000001,0.004,0.00800000000000001,0.00900000000000001,0.00900000000000001,0,0.00900000000000001,0.011,0.016,0.016,0.014,0.004,0.003,0.00600000000000001,0.012,0.00900000000000001,0.00800000000000001,0,0.669,-0.001,0.015,0.021,0.016,0.004,0.005,0.004,0.01,0.00900000000000001,0.00900000000000001,0,0.576,0.005,0.015,0.004,0.015,0.003,0.003,0.011,0.01,0.012,0.01,0,0.091,0.741
"36593s",0.772,0.792,0.766,0.481,0.5,0.461,0.758,0.77,0.81,0,0.669,0.689,0.482,0.425,0.486,0.362,0.345,0.351,0.487,0.593,0.605,0,0.582,0.581,0.032,0.032,0.032,0.044,0.042,0.043,0.031,0.031,0.029,0,0.473,0.414,0.016,0.011,0.013,0.00700000000000001,0.00600000000000001,0.00700000000000001,0.00600000000000001,0.005,0.005,0,-0.001,0,0.014,0.015,0.013,0.00800000000000001,0.00800000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00800000000000001,0.01,0.017,0.016,0.014,0.005,0.004,0.00700000000000001,0.012,0.00900000000000001,0.01,0,0.661,-0.001,0.015,0.021,0.016,0.004,0.005,0.004,0.01,0.00900000000000001,0.01,0,0.574,0.005,0.015,0.004,0.015,0.003,0.003,0.011,0.01,0.012,0.01,0,0.115,0.755
"37609s",0.783,0.798,0.768,0.497,0.513,0.479,0.76,0.77,0.812,0,0.673,0.691,0.485,0.433,0.497,0.38,0.363,0.367,0.496,0.596,0.61,0,0.576,0.577,0.034,0.035,0.034,0.05,0.048,0.049,0.034,0.034,0.031,0,0.519,0.454,0.016,0.011,0.013,0.00800000000000001,0.00700000000000001,0.00700000000000001,0.00600000000000001,0.005,0.005,0,-0.001,0,0.013,0.015,0.013,0.00900000000000001,0.00800000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00800000000000001,0.01,0.016,0.015,0.013,0.004,0.003,0.00600000000000001,0.011,0.00900000000000001,0.00900000000000001,0,0.655,-0.001,0.015,0.021,0.016,0.004,0.005,0.004,0.01,0.00900000000000001,0.00900000000000001,0,0.567,0.005,0.015,0.004,0.015,0.003,0.003,0.011,0.01,0.012,0.01,0,0.14,0.751
"38626s",0.788,0.796,0.773,0.502,0.519,0.484,0.762,0.771,0.815,0,0.682,0.694,0.494,0.443,0.508,0.393,0.38,0.386,0.515,0.607,0.623,0,0.572,0.573,0.036,0.037,0.036,0.058,0.055,0.057,0.038,0.039,0.034,0,0.537,0.493,0.015,0.01,0.012,0.00700000000000001,0.00600000000000001,0.00600000000000001,0.005,0.004,0.005,0,-0.001,-0.001,0.013,0.015,0.013,0.00900000000000001,0.00800000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00800000000000001,0.01,0.016,0.015,0.013,0.004,0.003,0.00600000000000001,0.011,0.00800000000000001,0.00900000000000001,0,0.649,-0.002,0.015,0.02,0.015,0.004,0.005,0.004,0.00900000000000001,0.00900000000000001,0.00800000000000001,0,0.561,0.005,0.014,0.004,0.015,0.003,0.003,0.011,0.01,0.012,0.00900000000000001,0,0.176,0.764
"39642s",0.781,0.799,0.772,0.509,0.527,0.492,0.756,0.77,0.821,0,0.687,0.697,0.49,0.446,0.51,0.407,0.396,0.403,0.527,0.613,0.627,0,0.569,0.569,0.039,0.04,0.039,0.067,0.063,0.065,0.043,0.044,0.037,0,0.55,0.539,0.015,0.01,0.012,0.00800000000000001,0.00700000000000001,0.00700000000000001,0.005,0.004,0.005,0,-0.002,-0.001,0.013,0.015,0.012,0.00900000000000001,0.00900000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00800000000000001,0.00900000000000001,0.016,0.015,0.013,0.004,0.003,0.00600000000000001,0.011,0.00800000000000001,0.00900000000000001,0,0.645,-0.002,0.015,0.02,0.015,0.004,0.005,0.004,0.00900000000000001,0.00900000000000001,0.00900000000000001,0,0.556,0.004,0.014,0.004,0.015,0.003,0.003,0.011,0.01,0.012,0.00900000000000001,0,0.213,0.766
"40658s",0.793,0.809,0.779,0.526,0.54,0.505,0.755,0.775,0.824,0,0.679,0.691,0.506,0.459,0.518,0.425,0.41,0.416,0.545,0.619,0.635,0,0.563,0.565,0.042,0.044,0.042,0.079,0.074,0.077,0.049,0.049,0.04,0,0.56,0.55,0.016,0.011,0.013,0.00900000000000001,0.00800000000000001,0.00800000000000001,0.00600000000000001,0.005,0.005,0,-0.001,0,0.013,0.015,0.013,0.00900000000000001,0.00900000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00800000000000001,0.00900000000000001,0.016,0.015,0.013,0.004,0.003,0.00600000000000001,0.01,0.00800000000000001,0.00800000000000001,0,0.637,-0.001,0.014,0.02,0.015,0.004,0.005,0.004,0.00900000000000001,0.00900000000000001,0.00800000000000001,0,0.546,0.004,0.014,0.004,0.015,0.003,0.003,0.011,0.01,0.012,0.00900000000000001,0,0.239,0.767
"41675s",0.787,0.806,0.784,0.532,0.546,0.512,0.76,0.776,0.826,0,0.667,0.682,0.517,0.47,0.524,0.435,0.43,0.433,0.567,0.63,0.643,0,0.559,0.56,0.046,0.048,0.045,0.096,0.088,0.092,0.055,0.055,0.044,0,0.567,0.563,0.016,0.011,0.013,0.01,0.00900000000000001,0.00900000000000001,0.00600000000000001,0.005,0.005,0,-0.001,0,0.013,0.015,0.012,0.00900000000000001,0.00900000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00700000000000001,0.00900000000000001,0.015,0.015,0.013,0.004,0.003,0.00600000000000001,0.01,0.00800000000000001,0.00800000000000001,0,0.634,-0.001,0.014,0.02,0.015,0.004,0.005,0.004,0.00900000000000001,0.00900000000000001,0.00900000000000001,0,0.542,0.004,0.014,0.004,0.015,0.003,0.003,0.011,0.01,0.011,0.00900000000000001,0,0.275,0.775
"42691s",0.807,0.814,0.79,0.55,0.559,0.535,0.772,0.781,0.825,0,0.653,0.676,0.552,0.496,0.532,0.457,0.455,0.449,0.589,0.633,0.648,0,0.545,0.552,0.05,0.052,0.048,0.119,0.106,0.113,0.062,0.062,0.048,0,0.569,0.567,0.016,0.011,0.013,0.011,0.00900000000000001,0.01,0.00600000000000001,0.005,0.005,0,-0.001,0,0.013,0.015,0.012,0.00900000000000001,0.00900000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00700000000000001,0.00900000000000001,0.015,0.015,0.013,0.003,0.002,0.00600000000000001,0.01,0.00800000000000001,0.00800000000000001,0,0.634,-0.001,0.014,0.019,0.015,0.004,0.005,0.004,0.00900000000000001,0.00800000000000001,0.00800000000000001,0,0.528,0.004,0.013,0.004,0.015,0.003,0.003,0.011,0.00900000000000001,0.011,0.00900000000000001,0,0.314,0.776
"43708s",0.81,0.813,0.796,0.557,0.565,0.536,0.77,0.785,0.829,0,0.656,0.672,0.541,0.493,0.54,0.464,0.462,0.46,0.596,0.642,0.654,0,0.547,0.551,0.055,0.057,0.052,0.141,0.124,0.138,0.072,0.071,0.054,0,0.581,0.58,0.014,0.00900000000000001,0.011,0.01,0.00900000000000001,0.00900000000000001,0.005,0.004,0.004,0,-0.002,-0.001,0.013,0.014,0.012,0.00900000000000001,0.00900000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00700000000000001,0.00900000000000001,0.015,0.014,0.013,0.004,0.003,0.00600000000000001,0.01,0.00800000000000001,0.00800000000000001,0,0.623,-0.002,0.014,0.019,0.015,0.004,0.005,0.004,0.00900000000000001,0.00900000000000001,0.00900000000000001,0,0.536,0.004,0.013,0.004,0.015,0.003,0.003,0.011,0.00900000000000001,0.011,0.00900000000000001,0,0.365,0.784
"44724s",0.809,0.811,0.795,0.562,0.571,0.542,0.768,0.786,0.832,0,0.65,0.668,0.542,0.492,0.545,0.475,0.471,0.469,0.594,0.647,0.655,0,0.542,0.549,0.06,0.063,0.057,0.156,0.145,0.156,0.081,0.08,0.06,0,0.588,0.585,0.015,0.01,0.012,0.012,0.011,0.011,0.00600000000000001,0.005,0.005,0,-0.001,0,0.013,0.014,0.012,0.01,0.00900000000000001,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00700000000000001,0.00900000000000001,0.015,0.014,0.012,0.004,0.003,0.00600000000000001,0.01,0.00800000000000001,0.00800000000000001,0,0.62,-0.001,0.014,0.019,0.014,0.004,0.005,0.003,0.00900000000000001,0.00800000000000001,0.00800000000000001,0,0.533,0.004,0.013,0.004,0.014,0.003,0.003,0.011,0.00900000000000001,0.011,0.00900000000000001,0,0.4,0.789
"45741s",0.823,0.821,0.805,0.583,0.583,0.557,0.781,0.79,0.836,0,0.64,0.662,0.574,0.517,0.561,0.497,0.489,0.48,0.608,0.652,0.658,0,0.532,0.547,0.067,0.069,0.061,0.168,0.168,0.171,0.091,0.089,0.066,0,0.589,0.586,0.014,0.00900000000000001,0.011,0.011,0.01,0.011,0.005,0.004,0.004,0,-0.001,-0.001,0.013,0.014,0.012,0.01,0.01,0.004,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00700000000000001,0.00800000000000001,0.015,0.014,0.012,0.004,0.002,0.00600000000000001,0.011,0.00800000000000001,0.00800000000000001,0,0.615,-0.002,0.014,0.019,0.015,0.004,0.005,0.003,0.00900000000000001,0.00900000000000001,0.00800000000000001,0,0.527,0.003,0.013,0.004,0.014,0.003,0.003,0.011,0.00900000000000001,0.011,0.00900000000000001,0,0.444,0.793
"46758s",0.813,0.816,0.799,0.581,0.584,0.558,0.776,0.788,0.835,0,0.639,0.658,0.55,0.503,0.564,0.498,0.488,0.483,0.609,0.658,0.66,0,0.53,0.54,0.073,0.076,0.067,0.178,0.182,0.181,0.102,0.101,0.074,0,0.599,0.594,0.014,0.00900000000000001,0.011,0.012,0.011,0.011,0.005,0.004,0.004,0,-0.002,-0.001,0.013,0.014,0.012,0.01,0.01,0.005,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00700000000000001,0.00800000000000001,0.015,0.014,0.012,0.004,0.003,0.00600000000000001,0.01,0.00700000000000001,0.00800000000000001,0,0.606,-0.002,0.013,0.019,0.015,0.004,0.005,0.004,0.00900000000000001,0.00800000000000001,0.00900000000000001,0,0.522,0.003,0.013,0.004,0.014,0.003,0.003,0.011,0.00900000000000001,0.011,0.00800000000000001,0,0.472,0.791
"47774s",0.826,0.824,0.808,0.596,0.593,0.573,0.789,0.79,0.835,0,0.627,0.652,0.6,0.546,0.576,0.517,0.511,0.498,0.626,0.659,0.659,0,0.519,0.537,0.08,0.083,0.073,0.19,0.204,0.193,0.114,0.111,0.081,0,0.602,0.597,0.014,0.00900000000000001,0.011,0.013,0.012,0.012,0.005,0.004,0.004,0,-0.002,-0.001,0.013,0.014,0.012,0.01,0.01,0.005,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00600000000000001,0.00800000000000001,0.015,0.014,0.012,0.003,0.002,0.00600000000000001,0.01,0.00700000000000001,0.00800000000000001,0,0.604,-0.002,0.013,0.018,0.014,0.004,0.005,0.003,0.00900000000000001,0.00800000000000001,0.00800000000000001,0,0.508,0.003,0.013,0.004,0.014,0.003,0.003,0.011,0.00900000000000001,0.011,0.00800000000000001,0,0.498,0.792
"48791s",0.823,0.825,0.809,0.604,0.599,0.576,0.79,0.793,0.838,0,0.625,0.646,0.584,0.536,0.591,0.52,0.51,0.501,0.63,0.667,0.665,0,0.523,0.532,0.089,0.091,0.079,0.196,0.212,0.202,0.13,0.126,0.091,0,0.615,0.604,0.014,0.00900000000000001,0.011,0.014,0.013,0.013,0.005,0.004,0.004,0,-0.001,-0.001,0.013,0.014,0.012,0.01,0.01,0.005,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00600000000000001,0.00800000000000001,0.014,0.014,0.012,0.004,0.003,0.00600000000000001,0.01,0.00700000000000001,0.00800000000000001,0,0.592,-0.002,0.013,0.018,0.014,0.004,0.005,0.003,0.00900000000000001,0.00800000000000001,0.00800000000000001,0,0.519,0.003,0.013,0.004,0.014,0.003,0.003,0.01,0.00900000000000001,0.011,0.00800000000000001,0,0.521,0.795
"49807s",0.822,0.823,0.808,0.61,0.607,0.578,0.789,0.795,0.842,0,0.619,0.64,0.581,0.537,0.6,0.525,0.515,0.505,0.633,0.669,0.67,0,0.518,0.528,0.097,0.1,0.086,0.205,0.226,0.213,0.149,0.143,0.101,0,0.606,0.61,0.014,0.00900000000000001,0.011,0.015,0.014,0.014,0.005,0.004,0.004,0,-0.001,-0.001,0.013,0.014,0.012,0.01,0.01,0.005,0.00700000000000001,0.00900000000000001,0.01,0,0.00600000000000001,0.00800000000000001,0.015,0.015,0.013,0.005,0.004,0.00700000000000001,0.011,0.00800000000000001,0.00800000000000001,0,0.587,-0.002,0.013,0.018,0.014,0.004,0.005,0.003,0.00800000000000001,0.00800000000000001,0.00800000000000001,0,0.517,0.003,0.013,0.004,0.014,0.003,0.003,0.01,0.00800000000000001,0.01,0.00800000000000001,0,0.534,0.797
"50824s",0.816,0.823,0.806,0.613,0.61,0.584,0.789,0.795,0.841,0,0.613,0.634,0.592,0.543,0.614,0.531,0.516,0.508,0.636,0.672,0.672,0,0.517,0.524,0.107,0.11,0.093,0.214,0.241,0.221,0.169,0.162,0.112,0,0.603,0.616,0.014,0.00900000000000001,0.011,0.017,0.015,0.015,0.005,0.004,0.004,0,-0.001,-0.001,0.013,0.014,0.012,0.011,0.01,0.005,0.00700000000000001,0.00900000000000001,0.01,0,0.00600000000000001,0.00800000000000001,0.015,0.015,0.013,0.005,0.004,0.00700000000000001,0.011,0.00800000000000001,0.00800000000000001,0,0.58,-0.002,0.013,0.018,0.014,0.004,0.005,0.003,0.00800000000000001,0.00800000000000001,0.00800000000000001,0,0.513,0.003,0.012,0.004,0.014,0.003,0.003,0.01,0.00800000000000001,0.01,0.00800000000000001,0,0.542,0.798
"51840s",0.827,0.833,0.812,0.634,0.622,0.6,0.797,0.799,0.84,0,0.606,0.627,0.627,0.583,0.636,0.552,0.534,0.519,0.647,0.666,0.665,0,0.51,0.523,0.119,0.122,0.101,0.228,0.255,0.234,0.189,0.178,0.123,0,0.597,0.604,0.014,0.00900000000000001,0.011,0.018,0.016,0.017,0.005,0.004,0.004,0,-0.002,-0.001,0.013,0.014,0.012,0.011,0.01,0.005,0.00700000000000001,0.00900000000000001,0.01,0,0.00600000000000001,0.00800000000000001,0.015,0.015,0.013,0.004,0.003,0.00700000000000001,0.011,0.00800000000000001,0.00800000000000001,0,0.575,-0.002,0.013,0.018,0.014,0.004,0.005,0.003,0.00800000000000001,0.00800000000000001,0.00800000000000001,0,0.504,0.003,0.012,0.004,0.014,0.003,0.003,0.011,0.00800000000000001,0.01,0.00800000000000001,0,0.549,0.795
"52857s",0.821,0.83,0.81,0.637,0.626,0.601,0.795,0.801,0.842,0,0.6,0.622,0.621,0.587,0.646,0.552,0.533,0.521,0.654,0.669,0.666,0,0.508,0.519,0.133,0.136,0.112,0.231,0.268,0.242,0.214,0.201,0.14,0,0.591,0.603,0.014,0.00900000000000001,0.011,0.02,0.018,0.018,0.005,0.004,0.004,0,-0.001,0,0.013,0.014,0.012,0.011,0.011,0.005,0.00700000000000001,0.00900000000000001,0.01,0,0.00600000000000001,0.00800000000000001,0.014,0.014,0.012,0.004,0.002,0.00600000000000001,0.01,0.00700000000000001,0.00700000000000001,0,0.567,-0.002,0.013,0.018,0.014,0.004,0.005,0.003,0.00800000000000001,0.00800000000000001,0.00700000000000001,0,0.503,0.003,0.012,0.004,0.014,0.003,0.003,0.01,0.00800000000000001,0.01,0.00700000000000001,0,0.555,0.796
"53873s",0.824,0.832,0.812,0.644,0.632,0.607,0.796,0.803,0.843,0,0.593,0.615,0.628,0.601,0.658,0.56,0.539,0.527,0.661,0.668,0.665,0,0.504,0.515,0.147,0.15,0.124,0.24,0.277,0.252,0.237,0.222,0.158,0,0.588,0.599,0.014,0.00900000000000001,0.011,0.021,0.02,0.02,0.005,0.004,0.004,0,-0.001,0,0.013,0.014,0.012,0.011,0.011,0.005,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00600000000000001,0.00800000000000001,0.015,0.015,0.013,0.005,0.004,0.00700000000000001,0.011,0.00700000000000001,0.00800000000000001,0,0.557,-0.002,0.012,0.018,0.014,0.004,0.005,0.003,0.00800000000000001,0.00800000000000001,0.00800000000000001,0,0.498,0.003,0.012,0.004,0.013,0.002,0.003,0.01,0.00800000000000001,0.01,0.00700000000000001,0,0.56,0.796
"54890s",0.823,0.831,0.812,0.65,0.637,0.613,0.798,0.804,0.844,0,0.588,0.61,0.626,0.609,0.67,0.567,0.545,0.533,0.669,0.668,0.665,0,0.5,0.512,0.161,0.165,0.136,0.247,0.286,0.259,0.263,0.246,0.176,0,0.583,0.594,0.014,0.00900000000000001,0.011,0.023,0.021,0.022,0.005,0.004,0.004,0,-0.001,0,0.013,0.014,0.012,0.011,0.011,0.005,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.00600000000000001,0.00800000000000001,0.015,0.015,0.013,0.004,0.004,0.00700000000000001,0.011,0.00700000000000001,0.00800000000000001,0,0.55,-0.002,0.012,0.017,0.014,0.004,0.005,0.003,0.00800000000000001,0.00800000000000001,0.00700000000000001,0,0.495,0.003,0.012,0.004,0.013,0.003,0.003,0.01,0.00800000000000001,0.01,0.00700000000000001,0,0.567,0.796
"55907s",0.827,0.833,0.816,0.659,0.644,0.618,0.801,0.807,0.844,0,0.586,0.604,0.631,0.625,0.681,0.575,0.553,0.539,0.676,0.664,0.659,0,0.496,0.51,0.176,0.182,0.15,0.255,0.297,0.269,0.292,0.272,0.196,0,0.58,0.59,0.013,0.00800000000000001,0.011,0.025,0.023,0.023,0.005,0.004,0.004,0,-0.001,0,0.012,0.013,0.012,0.012,0.011,0.005,0.00700000000000001,0.00900000000000001,0.00900000000000001,0,0.005,0.00800000000000001,0.013,0.014,0.012,0.003,0.002,0.00600000000000001,0.01,0.00600000000000001,0.00700000000000001,0,0.545,-0.002,0.012,0.017,0.014,0.004,0.005,0.003,0.00800000000000001,0.00800000000000001,0.00700000000000001,0,0.489,0.003,0.012,0.004,0.013,0.002,0.003,0.01,0.00800000000000001,0.01,0.00700000000000001,0,0.579,0.796
"56923s",0.826,0.833,0.816,0.667,0.65,0.624,0.802,0.809,0.845,0,0.578,0.597,0.627,0.63,0.689,0.581,0.555,0.542,0.679,0.666,0.658,0,0.493,0.508,0.195,0.201,0.163,0.262,0.307,0.276,0.323,0.303,0.217,0,0.575,0.585,0.014,0.01,0.012,0.028,0.026,0.026,0.005,0.005,0.005,0,0,0.001,0.012,0.013,0.012,0.012,0.011,0.005,0.00700000000000001,0.00900000000000001,0.00800000000000001,0,0.005,0.00700000000000001,0.014,0.014,0.012,0.003,0.002,0.00600000000000001,0.01,0.00600000000000001,0.00700000000000001,0,0.538,-0.001,0.012,0.017,0.014,0.004,0.004,0.003,0.00800000000000001,0.00800000000000001,0.00800000000000001,0,0.485,0.003,0.012,0.004,0.013,0.002,0.003,0.01,0.00700000000000001,0.01,0.00700000000000001,0,0.58,0.79
"57940s",0.838,0.839,0.82,0.681,0.658,0.641,0.812,0.809,0.843,0,0.57,0.592,0.644,0.647,0.693,0.598,0.57,0.554,0.677,0.661,0.654,0,0.489,0.508,0.218,0.221,0.178,0.269,0.317,0.284,0.347,0.332,0.238,0,0.571,0.581,0.014,0.00800000000000001,0.011,0.031,0.028,0.028,0.004,0.004,0.004,0,-0.001,0.001,0.013,0.013,0.012,0.012,0.012,0.00600000000000001,0.00700000000000001,0.00900000000000001,0.00800000000000001,0,0.005,0.00700000000000001,0.014,0.015,0.012,0.004,0.003,0.00700000000000001,0.011,0.00700000000000001,0.00800000000000001,0,0.532,-0.002,0.012,0.017,0.013,0.003,0.004,0.003,0.00800000000000001,0.00800000000000001,0.00700000000000001,0,0.484,0.003,0.011,0.004,0.013,0.003,0.003,0.01,0.00700000000000001,0.00900000000000001,0.00700000000000001,0,0.581,0.783
"58957s",0.836,0.838,0.82,0.685,0.661,0.643,0.811,0.81,0.843,0,0.565,0.586,0.64,0.656,0.695,0.602,0.579,0.562,0.673,0.66,0.651,0,0.488,0.504,0.242,0.244,0.195,0.276,0.328,0.289,0.373,0.363,0.266,0,0.567,0.576,0.014,0.00800000000000001,0.011,0.035,0.031,0.031,0.004,0.004,0.004,0,-0.001,0.001,0.012,0.013,0.012,0.012,0.012,0.00600000000000001,0.00700000000000001,0.00900000000000001,0.00800000000000001,0,0.005,0.00700000000000001,0.014,0.015,0.013,0.004,0.003,0.00700000000000001,0.01,0.00700000000000001,0.00800000000000001,0,0.524,-0.002,0.012,0.017,0.013,0.003,0.004,0.003,0.00800000000000001,0.00700000000000001,0.00800000000000001,0,0.481,0.003,0.011,0.004,0.013,0.002,0.003,0.01,0.00700000000000001,0.00900000000000001,0.00700000000000001,0,0.585,0.784
"59975s",0.834,0.836,0.819,0.691,0.666,0.646,0.81,0.808,0.842,0,0.557,0.579,0.634,0.653,0.699,0.605,0.585,0.565,0.671,0.661,0.65,0,0.483,0.499,0.261,0.263,0.214,0.284,0.337,0.297,0.397,0.394,0.302,0,0.565,0.576,0.014,0.00900000000000001,0.011,0.039,0.035,0.036,0.005,0.003,0.004,0,-0.001,0.002,0.012,0.013,0.011,0.012,0.012,0.00600000000000001,0.00600000000000001,0.00900000000000001,0.00800000000000001,0,0.005,0.00700000000000001,0.014,0.014,0.012,0.004,0.003,0.00700000000000001,0.01,0.00700000000000001,0.00800000000000001,0,0.522,-0.002,0.012,0.017,0.013,0.004,0.004,0.003,0.00800000000000001,0.00700000000000001,0.00700000000000001,0,0.474,0.003,0.011,0.004,0.012,0.002,0.003,0.01,0.00700000000000001,0.00900000000000001,0.00600000000000001,0,0.591,0.784
"60993s",0.834,0.841,0.825,0.7,0.675,0.653,0.814,0.814,0.848,0,0.549,0.574,0.631,0.648,0.706,0.612,0.589,0.571,0.678,0.666,0.655,0,0.483,0.501,0.278,0.276,0.233,0.292,0.348,0.301,0.412,0.418,0.332,0,0.56,0.571,0.013,0.00800000000000001,0.011,0.043,0.039,0.04,0.004,0.004,0.004,0,-0.001,0.002,0.012,0.013,0.012,0.013,0.012,0.00600000000000001,0.00600000000000001,0.00900000000000001,0.00800000000000001,0,0.005,0.00700000000000001,0.014,0.014,0.012,0.004,0.003,0.00700000000000001,0.01,0.00700000000000001,0.00800000000000001,0,0.513,-0.002,0.012,0.017,0.013,0.003,0.004,0.003,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.475,0.003,0.011,0.004,0.013,0.002,0.003,0.01,0.00700000000000001,0.00900000000000001,0.00600000000000001,0,0.584,0.783
